127,127,128,128,129,129,127,127,128,128,124,124,129,129,144,89,97,96,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,142,91,96,97,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,143,88,97,97,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,137,86,96,97,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,140,85,97,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,138,86,97,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,140,84,96,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,140,84,96,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,141,88,97,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,140,87,98,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,142,87,98,99,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,140,84,98,98,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,142,85,99,99,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,141,84,103,102,100,100,102,
127,127,128,128,129,129,127,127,128,128,124,124,129,129,141,86,101,100,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,139,90,96,93,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,145,93,102,104,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,141,88,98,101,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,123,90,101,101,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,125,90,103,106,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,126,93,101,104,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,123,91,100,104,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,126,92,100,104,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,126,88,99,102,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,129,95,100,102,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,141,70,101,102,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,141,69,99,100,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,142,71,99,99,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,130,95,98,98,100,100,102,
128,128,129,129,130,130,128,128,129,129,126,126,131,131,129,92,102,99,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,126,89,103,101,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,129,90,99,98,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,129,93,100,98,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,138,87,99,96,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,137,85,99,96,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,136,84,98,97,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,136,86,99,97,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,135,87,98,96,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,138,86,98,97,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,138,87,96,95,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,136,85,96,94,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,138,87,95,93,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,134,82,97,94,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,139,88,96,93,100,100,102,
127,127,128,128,129,129,131,131,132,132,126,126,131,131,137,89,97,92,100,100,102,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,133,94,91,93,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,146,92,92,94,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,147,92,91,93,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,149,88,92,95,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,147,87,89,92,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,148,86,90,92,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,149,85,92,96,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,144,81,91,94,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,146,82,88,93,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,145,83,94,95,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,148,87,97,96,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,145,90,95,93,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,151,89,97,95,100,100,103,
128,128,129,129,130,130,129,129,131,131,126,126,129,129,152,85,97,96,100,100,103,
128,128,129,129,130,130,129,129,131,131,128,128,135,135,149,89,102,100,100,100,103,
136,136,137,137,138,138,139,139,140,140,134,134,138,138,159,92,99,98,105,105,108,
136,136,137,137,138,138,139,139,140,140,134,134,138,138,145,89,98,101,105,105,108,
136,136,137,137,138,138,139,139,140,140,134,134,138,138,154,90,99,103,105,105,108,
136,136,137,137,138,138,139,139,140,140,134,134,138,138,152,95,100,102,105,105,108,
136,136,137,137,138,138,139,139,140,140,134,134,138,138,160,90,102,104,105,105,108,
145,145,144,144,145,145,140,140,140,140,142,142,147,147,157,93,110,111,116,116,120,
145,145,144,144,145,145,140,140,140,140,142,142,147,147,157,93,110,111,116,116,120,
145,145,144,144,145,145,140,140,140,140,142,142,147,147,157,93,110,111,116,116,120,
145,145,144,144,145,145,140,140,140,140,142,142,147,147,157,93,110,111,116,116,120,

